WATANABE Aoi POSITION,WATANABE Aoi LAP TIME,WATANABE Aoi ELAPSED TIME,Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Ekaterina KRASNOVA POSITION,Ekaterina KRASNOVA LAP TIME,Ekaterina KRASNOVA ELAPSED TIME,Hannah MORRISON POSITION,Hannah MORRISON LAP TIME,Hannah MORRISON ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME
1,13.16,13.16,2,13.28,13.28,4,13.73,13.73,3,13.42,13.42,5,13.76,13.76
1,10.06,23.22,2,10.03,23.31,5,10.32,24.05,3,10.00,23.42,4,9.72,23.48
2,10.00,33.22,1,9.87,33.18,5,9.96,34.01,4,9.99,33.41,3,9.85,33.33
2,9.87,43.09,1,9.82,43.00,5,10.31,44.32,4,9.90,43.31,3,9.86,43.19
2,9.85,52.94,1,9.86,52.86,5,10.89,55.21,4,9.86,53.17,3,9.86,53.05
2,9.82,1:02.76,1,9.83,1:02.69,5,11.60,1:06.81,4,9.92,1:03.09,3,9.80,1:02.85
2,9.98,1:12.74,1,9.96,1:12.65,5,12.44,1:19.25,4,10.26,1:13.35,3,9.96,1:12.81
2,10.08,1:22.82,1,10.10,1:22.75,5,12.85,1:32.10,4,10.81,1:24.16,3,10.09,1:22.90
2,10.13,1:32.95,1,10.14,1:32.89,5,12.96,1:45.06,4,11.46,1:35.62,3,10.23,1:33.13
