Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME
2,13.25,13.25,5,13.57,13.57,1,13.12,13.12,3,13.26,13.26,4,13.44,13.44
3,9.58,22.83,5,9.43,23.00,2,9.61,22.73,1,9.43,22.69,4,9.47,22.91
3,9.80,32.63,5,9.78,32.78,2,9.81,32.54,1,9.77,32.46,4,9.80,32.71
3,9.54,42.17,4,9.47,42.25,1,9.44,41.98,2,9.61,42.07,5,9.86,42.57
3,9.25,51.42,4,9.30,51.55,1,9.21,51.19,2,9.23,51.30,5,15.62,58.19
3,9.00,1:00.42,4,9.01,1:00.56,1,9.04,1:00.23,2,8.95,1:00.25,5,12.68,1:10.87
1,8.79,1:09.21,4,9.05,1:09.61,2,9.02,1:09.25,3,9.19,1:09.44,5,11.44,1:22.31
1,8.87,1:18.08,4,9.21,1:18.82,2,8.91,1:18.16,3,9.07,1:18.51,5,11.64,1:33.95
1,9.04,1:27.12,4,9.49,1:28.293,2,9.08,1:27.24,3,9.40,1:27.890,5,11.50,1:45.415
