NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,In Suk HONG POSITION,In Suk HONG LAP TIME,In Suk HONG ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME
1,6.55,6.55,2,6.93,6.93,4,7.31,7.31,3,7.00,7.00
1,8.71,15.26,4,9.23,16.16,3,8.72,16.03,2,8.88,15.88
1,8.40,23.66,3,8.20,24.36,4,8.56,24.59,2,8.31,24.19
1,8.44,32.10,2,8.22,32.58,4,14.16,38.75,3,8.69,32.88
1,8.93,41.027,2,9.05,41.625,4,19.37,58.115,3,9.03,41.909
