WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Robert LAWRENCE POSITION,Robert LAWRENCE LAP TIME,Robert LAWRENCE ELAPSED TIME,Vladimir KUZOVNIKOV POSITION,Vladimir KUZOVNIKOV LAP TIME,Vladimir KUZOVNIKOV ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME
1,6.90,6.90,4,7.37,7.37,2,7.14,7.14,3,7.28,7.28
1,9.24,16.14,3,9.24,16.61,2,9.46,16.60,4,9.99,17.27
1,8.88,25.02,2,8.90,25.51,3,9.25,25.85,4,8.71,25.98
1,9.03,34.05,2,9.21,34.72,3,9.22,35.07,4,9.17,35.15
1,9.33,43.377,2,9.32,44.035,3,9.20,44.263,4,9.43,44.575
