Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Guillaume MATHIEU POSITION,Guillaume MATHIEU LAP TIME,Guillaume MATHIEU ELAPSED TIME
3,7.0311,7.0311,1,6.9376,6.9376,2,6.9518,6.9518,4,7.2239,7.2239
1,8.9475,15.9786,2,9.1752,16.1128,4,9.4953,16.4471,3,9.1757,16.3996
1,8.9019,24.8805,2,8.8528,24.9656,3,8.8516,25.2987,4,8.9192,25.3188
1,8.9936,33.8741,2,9.0289,33.9945,4,9.1462,34.4449,3,9.0741,34.3929
2,9.41,43.280,1,9.15,43.138,3,9.12,43.561,4,9.54,43.932
