HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME
1,6.75,6.75,2,6.88,6.88,3,7.04,7.04,4,7.26,7.26
1,8.80,15.55,2,8.84,15.72,3,8.76,15.80,4,8.91,16.17
1,8.34,23.89,2,8.36,24.08,3,8.39,24.19,4,8.56,24.73
1,8.53,32.42,2,8.52,32.60,3,8.46,32.65,4,8.63,33.36
1,8.71,41.13,2,9.03,41.63,3,9.02,41.67,4,8.80,42.16
