BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Pavel RYBAKOV POSITION,Pavel RYBAKOV LAP TIME,Pavel RYBAKOV ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
2,12.48,12.48,1,12.43,12.43,4,12.56,12.56,3,12.56,12.56
4,9.79,22.27,3,9.74,22.17,2,9.47,22.03,1,9.34,21.90
4,9.67,31.94,3,9.57,31.74,2,9.62,31.65,1,9.66,31.56
4,9.74,41.68,3,9.74,41.48,2,9.70,41.35,1,9.72,41.28
4,9.58,51.26,3,9.60,51.08,2,9.65,51.00,1,9.66,50.94
4,9.60,1:00.86,3,9.62,1:00.70,2,9.54,1:00.54,1,9.59,1:00.53
4,9.46,1:10.32,2,9.17,1:09.87,1,9.30,1:09.84,3,9.42,1:09.95
4,9.85,1:20.17,1,9.30,1:19.17,2,9.52,1:19.36,3,9.54,1:19.49
4,10.58,1:30.748,1,9.58,1:28.748,2,9.74,1:29.096,3,9.87,1:29.351
