Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Takayuki MURATAKE POSITION,Takayuki MURATAKE LAP TIME,Takayuki MURATAKE ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Eduard STRELKOV POSITION,Eduard STRELKOV LAP TIME,Eduard STRELKOV ELAPSED TIME
1,6.78,6.78,2,6.90,6.90,3,6.91,6.91,4,7.16,7.16
1,8.75,15.53,3,8.98,15.88,2,8.78,15.69,4,9.02,16.18
1,8.32,23.85,3,8.40,24.28,2,8.26,23.95,4,29.36,45.54
1,8.37,32.22,3,8.68,32.96,2,8.37,32.32,4,13.95,59.49
1,8.52,40.735,3,8.89,41.845,2,8.68,40.997,4,12.56,1:12.048
