Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME
2,13.21,13.21,1,13.16,13.16,4,13.32,13.32,3,13.25,13.25
2,9.65,22.86,1,9.56,22.72,4,9.80,23.12,3,9.76,23.01
2,9.54,32.40,1,9.56,32.28,3,9.39,32.51,4,9.70,32.71
2,9.41,41.81,1,9.45,41.73,3,9.36,41.87,4,9.30,42.01
2,9.36,51.17,1,9.35,51.08,3,9.37,51.24,4,9.39,51.40
2,9.45,1:00.62,1,9.46,1:00.54,3,9.45,1:00.69,4,9.49,1:00.89
2,9.48,1:10.10,1,9.46,1:10.00,3,9.53,1:10.22,4,9.59,1:10.48
2,9.46,1:19.56,1,9.48,1:19.48,3,9.37,1:19.59,4,9.70,1:20.18
2,9.91,1:29.469,1,9.83,1:29.304,3,10.18,1:29.764,4,10.12,1:30.298
