Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,ROKITA Anna POSITION,ROKITA Anna LAP TIME,ROKITA Anna ELAPSED TIME,Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME,HADZIC Irma POSITION,HADZIC Irma LAP TIME,HADZIC Irma ELAPSED TIME
4,16.202,16.202,1,13.290,13.290,2,13.649,13.649,3,13.977,13.977
1,7.925,24.127,2,10.873,24.162,3,10.730,24.378,4,15.703,29.680
2,10.713,34.839,1,10.625,34.787,3,10.676,35.053,4,13.281,42.961
2,10.662,45.501,1,10.632,45.418,3,10.746,45.799,4,13.719,56.679
2,10.916,56.417,1,10.897,56.315,3,10.799,56.597,4,13.989,1:10.668
2,10.805,1:07.222,1,10.789,1:07.103,3,10.763,1:07.360,4,14.391,1:25.058
3,10.832,1:18.054,2,10.845,1:17.948,1,10.292,1:17.651,4,14.678,1:39.736
2,10.645,1:28.698,3,10.792,1:28.739,1,10.369,1:28.020,4,14.819,1:54.555
2,10.45,1:39.145,3,10.85,1:39.587,1,10.81,1:38.821,4,14.94,2:09.488
