Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Nicolas BEAN POSITION,Nicolas BEAN LAP TIME,Nicolas BEAN ELAPSED TIME,Peter JELEN POSITION,Peter JELEN LAP TIME,Peter JELEN ELAPSED TIME
1,6.81,6.81,2,7.07,7.07,3,7.08,7.08,4,7.30,7.30
1,9.28,16.09,4,10.01,17.08,2,9.37,16.45,3,9.32,16.62
1,8.64,24.73,4,8.85,25.93,2,8.59,25.04,3,8.62,25.24
1,8.75,33.48,4,8.91,34.84,2,8.71,33.75,3,8.75,33.99
1,8.82,42.292,3,9.10,43.934,0,,DQ,2,9.06,43.042
