Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,LIU Xianwei POSITION,LIU Xianwei LAP TIME,LIU Xianwei ELAPSED TIME,KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME
3,12.48,12.48,4,12.56,12.56,1,12.38,12.38,2,12.47,12.47
1,9.46,21.94,4,9.71,22.27,2,9.61,21.99,3,9.63,22.10
3,9.91,31.85,4,9.71,31.98,1,9.60,31.59,2,9.63,31.73
3,9.35,41.20,4,9.34,41.32,1,9.35,40.94,2,9.38,41.11
3,9.39,50.59,4,9.40,50.72,1,9.36,50.30,2,9.39,50.50
3,9.22,59.81,4,9.24,59.96,1,9.25,59.55,2,9.14,59.64
3,9.23,1:09.04,4,9.20,1:09.16,1,9.16,1:08.71,2,9.17,1:08.81
4,9.39,1:18.43,3,9.11,1:18.27,2,9.08,1:17.79,1,8.85,1:17.66
4,9.77,1:28.194,3,8.98,1:27.245,2,9.12,1:26.909,1,9.14,1:26.797
