Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
4,7.33,7.33,2,7.11,7.11,1,6.89,6.89,3,7.20,7.20
4,9.29,16.62,2,9.05,16.16,1,9.02,15.91,3,9.05,16.25
4,8.76,25.38,2,8.53,24.69,1,8.52,24.43,3,8.49,24.74
4,8.92,34.30,3,8.76,33.45,1,8.64,33.07,2,8.53,33.27
4,9.58,43.876,3,8.84,42.282,1,8.74,41.806,2,8.76,42.026
