Dusan STAMENKOVIC POSITION,Dusan STAMENKOVIC LAP TIME,Dusan STAMENKOVIC ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME
5,14.30,14.30,4,13.80,13.80,1,13.53,13.53,2,13.61,13.61,3,13.72,13.72
5,11.11,25.41,4,11.18,24.98,1,11.11,24.64,2,11.13,24.74,3,11.13,24.85
5,11.04,36.45,4,11.01,35.99,1,11.04,35.68,2,11.04,35.78,3,11.03,35.88
5,10.99,47.44,4,10.33,46.32,1,10.34,46.02,2,10.32,46.10,3,10.33,46.21
5,11.29,58.73,4,9.88,56.20,1,9.91,55.93,2,9.84,55.94,3,9.93,56.14
5,11.93,1:10.66,4,9.37,1:05.57,2,9.33,1:05.26,1,9.18,1:05.12,3,9.27,1:05.41
5,12.41,1:23.07,4,9.18,1:14.75,2,9.01,1:14.27,1,9.03,1:14.15,3,9.10,1:14.51
5,13.34,1:36.41,4,9.66,1:24.41,2,8.99,1:23.26,1,9.09,1:23.24,3,9.41,1:23.92
5,12.66,1:49.061,4,10.51,1:34.919,2,9.72,1:32.976,1,9.46,1:32.699,3,9.78,1:33.695
