Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Danabek KHAIROV POSITION,Danabek KHAIROV LAP TIME,Danabek KHAIROV ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
1,6.96,6.96,2,7.16,7.16,4,7.35,7.35,3,7.34,7.34
1,9.35,16.31,2,9.26,16.42,3,9.36,16.71,4,9.53,16.87
1,8.86,25.17,2,8.87,25.29,4,8.96,25.67,3,8.75,25.62
1,8.86,34.03,2,8.85,34.14,4,9.03,34.70,3,8.87,34.49
1,9.25,43.278,2,9.26,43.395,4,9.43,44.126,3,8.98,43.463
