Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME
1,13.91,13.91,2,13.93,13.93,3,14.08,14.08,4,14.26,14.26
2,10.61,24.52,1,10.49,24.42,3,10.57,24.65,4,10.50,24.76
2,10.51,35.03,1,10.52,34.94,3,10.49,35.14,4,10.50,35.26
2,10.16,45.19,3,10.25,45.19,1,9.96,45.10,4,10.19,45.45
3,10.27,55.46,2,10.14,55.33,1,10.19,55.29,4,10.21,55.66
3,9.88,1:05.34,2,9.95,1:05.28,1,9.89,1:05.18,4,9.89,1:05.55
3,9.63,1:14.97,2,9.62,1:14.90,1,9.66,1:14.84,4,9.65,1:15.20
3,9.67,1:24.64,2,9.62,1:24.52,1,9.61,1:24.45,4,9.49,1:24.69
3,9.74,1:34.378,2,9.81,1:34.322,1,9.81,1:34.261,4,9.76,1:34.450
