PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME
1,14.38,14.38,2,14.58,14.58,4,14.80,14.80,3,14.66,14.66
1,11.86,26.24,2,11.80,26.38,4,11.78,26.58,3,11.82,26.48
1,11.04,37.28,2,11.07,37.45,4,11.08,37.66,3,11.08,37.56
1,10.87,48.15,3,10.83,48.28,4,10.81,48.47,2,10.68,48.24
1,10.52,58.67,3,10.61,58.89,4,10.56,59.03,2,10.50,58.74
1,10.12,1:08.79,3,10.12,1:09.01,4,10.09,1:09.12,2,10.14,1:08.88
1,9.98,1:18.77,3,9.87,1:18.88,4,10.03,1:19.15,2,9.98,1:18.86
1,9.78,1:28.55,2,9.67,1:28.55,4,10.15,1:29.30,3,9.82,1:28.68
2,9.88,1:38.423,1,9.66,1:38.208,4,10.44,1:39.732,3,9.85,1:38.526
