Joshua KAH POSITION,Joshua KAH LAP TIME,Joshua KAH ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,Brandon KIM POSITION,Brandon KIM LAP TIME,Brandon KIM ELAPSED TIME,Alex VARNYU POSITION,Alex VARNYU LAP TIME,Alex VARNYU ELAPSED TIME
4,13.52,13.52,1,13.02,13.02,3,13.29,13.29,2,13.18,13.18
4,9.75,23.27,1,9.85,22.87,3,9.87,23.16,2,9.81,22.99
4,9.67,32.94,1,9.58,32.45,3,9.57,32.73,2,9.62,32.61
4,9.17,42.11,1,9.24,41.69,3,9.19,41.92,2,9.20,41.81
4,9.08,51.19,1,8.93,50.62,3,8.89,50.81,2,8.91,50.72
4,9.13,1:00.32,1,8.95,59.57,3,8.94,59.75,2,8.94,59.66
4,9.40,1:09.72,1,9.05,1:08.62,3,9.00,1:08.75,2,8.98,1:08.64
4,9.54,1:19.26,3,9.46,1:18.08,2,9.23,1:17.98,1,9.26,1:17.90
4,9.80,1:29.06,3,10.16,1:28.24,1,9.36,1:27.34,2,9.66,1:27.56
