Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Yasuko SAKASHITA POSITION,Yasuko SAKASHITA LAP TIME,Yasuko SAKASHITA ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME
4,13.89,13.89,3,13.77,13.77,2,13.48,13.48,1,13.36,13.36
4,9.84,23.73,3,9.83,23.60,2,9.94,23.42,1,10.02,23.38
4,9.95,33.68,3,9.95,33.55,2,10.00,33.42,1,9.94,33.32
4,9.89,43.57,3,9.93,43.48,2,9.96,43.38,1,9.96,43.28
4,10.20,53.77,3,10.19,53.67,2,10.18,53.56,1,10.17,53.45
4,10.27,1:04.04,3,10.25,1:03.92,1,10.22,1:03.78,2,10.36,1:03.81
2,9.86,1:13.90,3,10.18,1:14.10,1,9.93,1:13.71,4,10.69,1:14.50
2,10.03,1:23.93,3,9.91,1:24.01,1,10.11,1:23.82,4,11.59,1:26.09
1,10.16,1:34.081,0,,PEN,2,10.35,1:34.167,3,12.27,1:38.354
