Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,XU Hongzhi POSITION,XU Hongzhi LAP TIME,XU Hongzhi ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME
2,6.85,6.85,1,6.76,6.76,3,6.91,,5,7.26,7.26,4,7.09,7.09
2,8.84,15.69,1,8.72,15.48,5,9.62,,3,8.91,16.17,4,9.15,16.24
2,8.33,24.02,1,8.35,23.83,5,13.24,,3,8.57,24.74,4,8.72,24.96
2,8.50,32.52,1,8.45,32.28,5,18.87,,3,8.59,33.33,4,8.60,33.56
2,8.65,41.17,1,8.72,41.00,5,13.99,,3,8.85,42.186,4,8.73,42.292
