Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME
1,6.81,6.81,3,7.02,7.02,2,6.93,6.93,4,7.25,7.25
1,8.87,15.68,3,8.91,15.93,2,8.90,15.83,4,8.79,16.04
1,8.28,23.96,3,8.27,24.20,2,8.22,24.05,4,8.25,24.29
1,8.39,32.35,3,8.36,32.56,2,8.38,32.43,4,8.34,32.63
1,8.61,40.96,4,8.69,41.25,2,8.56,40.99,3,8.45,41.08
