Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME
1,6.84,6.84,2,6.96,6.96,3,7.21,7.21,4,7.42,7.42
1,8.89,15.73,2,8.89,15.85,3,8.95,16.16,4,9.16,16.58
1,8.58,24.31,2,8.56,24.41,3,8.59,24.75,4,8.81,25.39
1,8.65,32.96,2,8.66,33.07,3,8.66,33.41,4,9.04,34.43
1,8.87,41.823,2,8.91,41.979,3,8.83,42.239,4,9.37,43.799
