van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
1,13.58,13.58,2,13.71,13.71,5,14.02,14.02,4,13.93,13.93,3,13.80,13.80
2,10.55,24.13,3,10.60,24.31,5,10.58,24.60,1,10.13,24.06,4,10.67,24.47
1,9.69,33.82,3,9.78,34.09,5,9.62,34.22,2,9.88,33.94,4,9.73,34.20
1,9.78,43.60,2,9.60,43.69,5,9.72,43.94,3,9.80,43.74,4,9.64,43.84
1,9.43,53.03,2,9.46,53.15,5,9.59,53.53,3,9.53,53.27,4,9.55,53.39
1,9.50,1:02.53,2,9.48,1:02.63,5,9.42,1:02.95,3,9.47,1:02.74,4,9.44,1:02.83
1,9.38,1:11.91,2,9.37,1:12.00,5,9.36,1:12.31,3,9.33,1:12.07,4,9.36,1:12.19
1,9.40,1:21.31,2,9.40,1:21.40,5,9.45,1:21.76,3,9.42,1:21.49,4,9.43,1:21.62
1,9.65,1:30.96,2,9.62,1:31.02,5,9.67,1:31.43,3,9.61,1:31.10,4,9.52,1:31.14
