IVANDIC Maja POSITION,IVANDIC Maja LAP TIME,IVANDIC Maja ELAPSED TIME,Evelien van KERCKVOORDE POSITION,Evelien van KERCKVOORDE LAP TIME,Evelien van KERCKVOORDE ELAPSED TIME,Anna MAKOVETSKA POSITION,Anna MAKOVETSKA LAP TIME,Anna MAKOVETSKA ELAPSED TIME,LU Chia-Tung POSITION,LU Chia-Tung LAP TIME,LU Chia-Tung ELAPSED TIME,Maria GARKOVA POSITION,Maria GARKOVA LAP TIME,Maria GARKOVA ELAPSED TIME
5,18.86,18.86,2,18.36,18.36,3,18.57,18.57,4,18.68,18.68,1,18.34,18.34
5,15.53,34.39,1,15.45,33.81,3,15.45,34.02,4,15.44,34.12,2,15.57,33.91
5,12.14,46.53,1,12.16,45.97,3,12.13,46.15,2,11.95,46.07,4,12.44,46.35
5,10.75,57.28,1,10.67,56.64,2,10.57,56.72,3,10.73,56.80,4,10.84,57.19
5,10.85,1:08.13,1,11.03,1:07.67,2,11.09,1:07.81,4,11.18,1:07.98,3,10.68,1:07.87
5,11.24,1:19.37,1,11.10,1:18.77,2,11.11,1:18.92,3,11.04,1:19.02,4,11.36,1:19.23
4,10.75,1:30.12,1,10.57,1:29.34,2,10.61,1:29.53,3,10.61,1:29.63,5,10.94,1:30.17
4,10.39,1:40.51,1,10.02,1:39.36,2,10.06,1:39.59,3,10.06,1:39.69,5,11.54,1:41.71
4,10.58,1:51.063,1,10.16,1:49.525,2,10.19,1:49.754,3,10.28,1:49.949,5,12.54,1:54.233
