WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Francesca JACKSON POSITION,Francesca JACKSON LAP TIME,Francesca JACKSON ELAPSED TIME
2,7.349,7.349,3,7.371,7.371,1,7.140,7.140,4,8.155,8.155
2,9.449,16.798,3,9.879,17.250,1,9.545,16.684,4,10.535,18.689
2,9.335,26.133,3,9.768,27.017,1,9.437,26.121,4,10.498,29.186
2,9.522,35.654,3,9.556,36.573,1,9.383,35.504,4,10.613,39.799
1,9.91,45.556,3,10.36,46.926,2,10.16,45.657,4,10.99,50.780
