Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
1,6.52,6.52,2,6.64,6.64,3,6.81,6.81,4,6.96,6.96
1,9.12,15.65,2,9.18,15.83,3,9.23,16.05,4,9.28,16.24
1,8.48,24.14,2,8.43,24.26,4,8.80,24.85,3,8.49,24.73
1,8.73,32.88,2,8.81,33.07,4,8.47,33.33,3,8.55,33.29
1,9.12,41.998,2,9.03,42.094,0,,DQ,3,8.90,42.185
