Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,YU Jiyang POSITION,YU Jiyang LAP TIME,YU Jiyang ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
1,6.87,6.87,5,18.28,18.28,2,6.98,6.98,4,7.22,7.22,3,7.22,7.22
1,8.80,15.67,5,12.42,30.70,2,8.86,15.84,4,9.03,16.25,3,8.79,16.01
1,8.28,23.95,5,12.00,42.70,2,8.31,24.15,4,8.38,24.63,3,8.25,24.26
1,8.47,32.42,5,10.90,53.60,3,8.58,32.73,4,8.44,33.07,2,8.38,32.64
1,8.73,41.141,4,10.09,1:03.686,3,8.61,41.338,0,,PEN,2,8.62,41.252
