Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME
4,7.33,7.33,2,7.21,7.21,1,7.13,7.13,3,7.27,7.27
4,9.55,16.88,3,9.55,16.76,1,9.11,16.24,2,9.39,16.66
4,9.00,25.88,3,8.99,25.75,1,8.65,24.89,2,8.69,25.35
4,8.95,34.83,3,8.93,34.68,1,8.75,33.64,2,8.56,33.91
4,9.38,44.204,3,9.45,44.122,2,9.10,42.738,1,8.83,42.734
