SARAULT Courtney Lee POSITION,SARAULT Courtney Lee LAP TIME,SARAULT Courtney Lee ELAPSED TIME,RUSNAKOVA Petra POSITION,RUSNAKOVA Petra LAP TIME,RUSNAKOVA Petra ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,DALRYMPLE Georgie POSITION,DALRYMPLE Georgie LAP TIME,DALRYMPLE Georgie ELAPSED TIME,DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME
2,13.48,13.48,3,13.56,13.56,5,13.77,13.77,1,13.33,13.33,4,13.65,
2,10.27,23.75,4,10.43,23.99,3,10.12,23.89,5,16.70,30.03,1,9.82,
2,9.90,33.65,4,10.18,34.17,3,9.94,33.83,5,17.50,47.53,1,10.07,
2,10.00,43.65,4,9.66,43.83,3,9.91,43.74,5,11.19,58.72,1,10.01,
2,9.86,53.51,4,9.95,53.78,3,9.89,53.63,5,10.56,1:09.28,1,9.83,
2,9.62,1:03.13,3,9.68,1:03.46,4,12.24,1:05.87,5,10.67,1:19.95,1,9.60,
2,9.54,1:12.67,3,9.74,1:13.20,4,12.24,1:18.11,5,10.83,1:30.78,1,9.57,
1,9.35,1:22.02,3,10.02,1:23.22,4,12.30,1:30.41,5,11.33,1:42.11,2,9.59,
1,9.57,1:31.59,3,10.46,1:33.68,4,11.61,1:42.02,5,11.56,1:53.67,2,9.60,
