Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,LEE So Youn POSITION,LEE So Youn LAP TIME,LEE So Youn ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Julie JUNG POSITION,Julie JUNG LAP TIME,Julie JUNG ELAPSED TIME
2,13.41,13.41,3,13.51,13.51,1,13.29,13.29,4,13.59,13.59
2,10.53,23.94,3,10.49,24.00,1,10.62,23.91,4,10.56,24.15
2,10.16,34.10,3,10.21,34.21,1,10.08,33.99,4,10.21,34.36
2,9.62,43.72,3,9.60,43.81,1,9.62,43.61,4,9.53,43.89
2,9.49,53.21,3,9.51,53.32,1,9.50,53.11,4,9.61,53.50
2,9.61,1:02.82,3,9.61,1:02.93,1,9.61,1:02.72,4,9.52,1:03.02
2,9.70,1:12.52,3,9.67,1:12.60,1,9.71,1:12.43,4,9.71,1:12.73
2,9.72,1:22.24,3,9.69,1:22.29,1,9.74,1:22.17,4,9.70,1:22.43
3,9.74,1:31.979,2,9.66,1:31.948,1,9.71,1:31.876,4,9.66,1:32.091
