KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME
2,7.08,7.08,1,6.87,6.87,3,7.19,7.19,4,7.33,7.33
2,8.92,16.00,1,8.69,15.56,3,8.89,16.08,4,8.97,16.30
2,8.14,24.14,1,8.27,23.83,3,8.14,24.22,4,8.44,24.74
2,8.33,32.47,1,8.56,32.39,3,8.32,32.54,4,8.54,33.28
1,8.55,41.014,2,8.71,41.092,3,8.57,41.106,4,8.89,42.167
