SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME
1,12.29,12.29,2,12.40,12.40,4,12.66,12.66,5,12.77,12.77,3,12.53,12.53
2,9.73,22.02,1,9.60,22.00,5,9.57,22.23,4,9.44,22.21,3,9.61,22.14
3,9.38,31.40,1,9.28,31.28,4,9.29,31.52,5,9.49,31.70,2,9.19,31.33
2,9.16,40.56,1,9.21,40.49,4,9.22,40.74,5,9.17,40.87,3,9.28,40.61
2,9.06,49.62,1,9.04,49.53,3,8.98,49.72,5,9.12,49.99,4,9.16,49.77
2,9.00,58.62,1,8.96,58.49,3,8.96,58.68,5,8.94,58.93,4,9.06,58.83
2,8.86,1:07.48,1,8.88,1:07.37,3,8.88,1:07.56,5,8.99,1:07.92,4,8.85,1:07.68
2,8.88,1:16.36,1,8.87,1:16.24,3,8.87,1:16.43,5,9.17,1:17.09,4,8.86,1:16.54
2,9.07,1:25.43,1,9.08,1:25.32,3,9.12,1:25.55,5,9.58,1:26.67,4,9.10,1:25.64
