Takayuki MURATAKE POSITION,Takayuki MURATAKE LAP TIME,Takayuki MURATAKE ELAPSED TIME,Casey MULLARKEY POSITION,Casey MULLARKEY LAP TIME,Casey MULLARKEY ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME
1,6.86,6.86,4,7.65,,3,7.29,7.29,2,7.04,7.04
1,8.93,15.79,4,9.26,,3,9.01,16.30,2,9.11,16.15
1,8.58,24.37,4,8.54,,3,8.66,24.96,2,8.72,24.87
1,8.76,33.13,4,8.50,,3,8.95,33.91,2,8.96,33.83
1,9.02,42.15,3,9.07,,3,9.19,43.086,2,9.15,42.98
