BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
1,12.85,12.85,5,13.22,13.22,3,12.99,12.99,4,13.01,13.01,1,12.85,12.85,6,13.40,13.40
1,9.42,22.27,5,9.37,22.59,3,9.50,22.49,4,9.52,22.53,2,9.52,22.37,6,9.36,22.76
2,9.11,31.38,4,9.00,31.59,3,8.99,31.48,5,9.15,31.68,1,8.85,31.22,6,9.03,31.79
2,9.01,40.39,4,8.97,40.56,3,8.99,40.47,5,8.99,40.67,1,9.03,40.25,6,8.99,40.78
2,9.11,49.50,4,9.13,49.69,3,9.12,49.59,5,9.14,49.81,1,9.12,49.37,6,9.14,49.92
2,8.97,58.47,4,9.05,58.74,3,9.01,58.60,5,9.03,58.84,1,8.94,58.31,6,9.02,58.94
2,8.88,1:07.35,4,8.84,1:07.58,3,8.85,1:07.45,5,8.89,1:07.73,1,8.90,1:07.21,6,8.92,1:07.86
2,8.98,1:16.33,4,8.92,1:16.50,3,8.96,1:16.41,5,8.94,1:16.67,1,9.03,1:16.24,6,8.91,1:16.77
2,9.05,1:25.38,4,9.17,1:25.67,3,9.16,1:25.57,5,9.26,1:25.93,1,9.07,1:25.31,6,9.20,1:25.97
