DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME,QU Chunyu POSITION,QU Chunyu LAP TIME,QU Chunyu ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME
4,8.03,8.03,1,7.51,7.51,2,7.62,7.62,3,7.74,7.74
4,10.08,18.11,2,9.62,17.13,1,9.49,17.11,3,9.50,17.24
4,9.32,27.43,3,9.27,26.40,1,9.07,26.18,2,9.06,26.30
4,9.44,36.87,3,9.08,35.48,1,9.07,35.25,2,9.03,35.33
4,9.52,46.39,3,9.18,44.66,1,9.21,44.46,2,9.21,44.54
