Xeniya MOTOVA POSITION,Xeniya MOTOVA LAP TIME,Xeniya MOTOVA ELAPSED TIME,JUNG Eun-Ju POSITION,JUNG Eun-Ju LAP TIME,JUNG Eun-Ju ELAPSED TIME,Andrea DO-DUC POSITION,Andrea DO-DUC LAP TIME,Andrea DO-DUC ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME
1,14.650,14.650,3,14.770,14.770,2,14.680,14.680,4,14.940,14.940
3,12.420,27.080,1,12.200,26.970,2,12.310,27.000,4,12.340,27.280
3,11.350,38.430,1,11.270,38.250,2,11.270,38.270,4,11.280,38.570
4,10.920,49.360,1,10.540,48.790,2,10.550,48.820,3,10.280,48.850
4,10.780,1:00.140,2,10.830,59.630,1,10.780,59.610,3,10.850,59.710
4,10.630,1:10.770,1,10.240,1:09.870,2,10.290,1:09.900,3,10.290,1:10.000
4,11.230,1:22.010,1,9.960,1:19.830,2,10.080,1:19.990,3,10.020,1:20.030
4,11.520,1:33.540,1,9.870,1:29.700,2,9.930,1:29.920,3,9.940,1:29.980
4,12.180,1:45.720,1,9.960,1:39.670,3,10.330,1:40.260,2,10.140,1:40.120
