Minto SEKAI POSITION,Minto SEKAI LAP TIME,Minto SEKAI ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
3,7.33,7.33,2,7.22,7.22,1,7.00,7.00,4,7.43,7.43
3,9.43,16.76,2,9.38,16.60,1,9.19,16.19,4,9.49,16.92
3,9.35,26.11,4,16.89,33.49,1,8.90,25.09,2,8.77,25.69
3,9.69,35.80,4,20.28,53.77,1,9.10,34.19,2,9.13,34.82
0,,PEN,3,14.89,1:08.657,1,9.45,43.634,2,9.35,44.164
