Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME
1,12.43,12.43,5,12.91,12.91,3,12.65,12.65,2,12.56,12.56,4,12.76,12.76,6,12.99,12.99
1,9.52,21.95,3,9.25,22.16,3,9.51,22.16,2,9.49,22.05,5,9.51,22.27,6,9.39,22.38
1,9.06,31.01,2,8.96,31.12,4,9.10,31.26,3,9.13,31.18,5,9.10,31.37,6,9.09,31.47
1,9.17,40.18,3,9.19,40.31,5,9.27,40.53,2,9.07,40.25,4,9.05,40.42,6,9.19,40.66
1,9.24,49.42,3,9.30,49.61,5,9.12,49.65,3,9.36,49.61,2,9.10,49.52,6,9.03,49.69
1,9.10,58.52,4,9.23,58.84,6,9.43,59.08,3,9.10,58.71,2,9.08,58.60,5,9.27,58.96
1,9.15,1:07.67,5,9.14,1:07.98,6,9.06,1:08.14,3,9.10,1:07.81,2,9.19,1:07.79,4,8.97,1:07.93
1,9.08,1:16.75,5,9.27,1:17.25,6,9.18,1:17.32,2,9.05,1:16.86,3,9.20,1:16.99,3,9.06,1:16.99
1,9.24,1:25.99,5,9.85,1:27.101,4,9.44,1:26.761,6,33.13,1:49.923,3,9.23,1:26.232,2,9.14,1:26.13
