Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
3,7.040,7.040,2,6.991,6.991,1,6.935,6.935,4,7.167,7.167
3,9.544,16.584,1,9.325,16.315,2,9.551,16.486,4,9.567,16.734
4,9.079,25.663,1,8.902,25.217,2,8.818,25.303,3,8.812,25.545
4,9.377,35.039,1,8.993,34.210,2,9.123,34.426,3,9.132,34.677
3,9.72,44.753,1,9.44,43.646,2,9.63,44.054,4,18.48,53.151
