Mathieu GIROUX POSITION,Mathieu GIROUX LAP TIME,Mathieu GIROUX ELAPSED TIME,Ganbat JARGALANCHULUUN POSITION,Ganbat JARGALANCHULUUN LAP TIME,Ganbat JARGALANCHULUUN ELAPSED TIME,Urban KALSEK POSITION,Urban KALSEK LAP TIME,Urban KALSEK ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
1,13.052,13.052,3,13.537,13.537,4,14.188,14.188,2,13.112,13.112
2,10.708,23.760,3,10.310,23.846,4,10.831,25.018,1,10.598,23.709
2,10.796,34.555,4,20.596,44.442,3,11.000,36.018,1,10.235,33.944
1,10.197,44.752,4,12.944,57.386,3,11.378,47.396,2,10.843,44.786
1,9.749,54.501,4,11.516,1:08.901,3,11.909,59.304,2,11.022,55.808
1,10.122,1:04.622,4,11.628,1:20.529,3,12.168,1:11.472,2,11.332,1:07.140
1,10.417,1:15.039,4,12.207,1:32.735,3,12.370,1:23.842,2,11.517,1:18.656
1,10.631,1:25.669,4,12.217,1:44.951,3,13.697,1:37.538,2,11.458,1:30.113
1,11.47,1:37.134,4,12.73,1:57.672,3,13.24,1:50.770,2,12.07,1:42.182
