HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,Roberto PUKITIS POSITION,Roberto PUKITIS LAP TIME,Roberto PUKITIS ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME
2,12.72,12.72,1,12.51,12.51,3,12.81,12.81,4,13.00,13.00
2,9.31,22.03,1,9.34,21.85,3,9.30,22.11,4,9.23,22.23
2,9.12,31.15,1,9.16,31.01,3,9.13,31.24,4,9.13,31.36
2,9.25,40.40,1,9.25,40.26,3,9.25,40.49,4,9.25,40.61
1,9.27,49.67,2,9.43,49.69,3,9.33,49.82,4,9.36,49.97
1,9.21,58.88,3,9.46,59.15,2,9.16,58.98,4,9.40,59.37
1,9.30,1:08.18,3,9.63,1:08.78,2,9.33,1:08.31,4,9.68,1:09.05
1,9.25,1:17.43,3,9.90,1:18.68,2,9.21,1:17.52,4,9.83,1:18.88
1,9.38,1:26.81,3,10.16,1:28.821,2,9.36,1:26.88,4,10.14,1:29.002
