Kynie CHAN POSITION,Kynie CHAN LAP TIME,Kynie CHAN ELAPSED TIME,Fanni DOBRAN POSITION,Fanni DOBRAN LAP TIME,Fanni DOBRAN ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,HUANG Lan POSITION,HUANG Lan LAP TIME,HUANG Lan ELAPSED TIME,STODDARD Corinne POSITION,STODDARD Corinne LAP TIME,STODDARD Corinne ELAPSED TIME
5,14.35,14.35,2,14.03,14.03,1,13.88,13.88,3,14.15,14.15,4,14.23,14.23
5,10.58,24.93,3,10.62,24.65,2,10.64,24.52,4,10.58,24.73,1,10.12,24.35
5,10.51,35.44,3,10.05,34.70,2,10.08,34.60,4,10.07,34.80,1,10.16,34.51
5,10.90,46.34,3,10.49,45.19,2,10.44,45.04,4,10.53,45.33,1,10.40,44.91
5,11.31,57.65,3,10.10,55.29,2,10.09,55.13,4,10.04,55.37,1,10.08,54.99
5,11.45,1:09.10,4,10.12,1:05.41,2,9.95,1:05.08,3,9.78,1:05.15,1,9.95,1:04.94
5,12.05,1:21.15,4,10.62,1:16.03,3,10.00,1:15.08,2,9.79,1:14.94,1,9.90,1:14.84
5,12.46,1:33.61,4,11.79,1:27.82,3,10.00,1:25.08,1,9.91,1:24.85,1,10.01,1:24.85
5,12.61,1:46.22,4,12.74,1:40.56,3,10.04,1:35.12,1,10.02,1:34.87,2,10.22,1:35.07
