Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Sascha LAUBER POSITION,Sascha LAUBER LAP TIME,Sascha LAUBER ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME
2,13.267,13.267,4,13.513,13.513,1,13.258,13.258,3,13.360,13.360
1,10.819,24.085,2,10.676,24.188,4,10.967,24.224,3,10.831,24.191
2,10.414,34.499,1,10.152,34.339,4,10.372,34.595,3,10.364,34.555
2,10.067,44.566,1,10.052,44.391,4,10.106,44.701,3,10.057,44.612
1,9.954,54.519,3,10.181,54.571,4,10.024,54.724,2,9.952,54.563
2,9.862,1:04.381,1,9.781,1:04.352,4,9.884,1:04.607,3,9.853,1:04.416
1,9.817,1:14.197,2,9.897,1:14.248,4,10.197,1:14.804,3,9.848,1:14.263
1,9.569,1:23.766,3,9.962,1:24.209,4,11.347,1:26.150,2,9.701,1:23.964
1,9.93,1:33.687,3,10.56,1:34.762,4,13.14,1:39.285,2,9.91,1:33.873
