NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME,Alexander FATHOULLIN POSITION,Alexander FATHOULLIN LAP TIME,Alexander FATHOULLIN ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME
1,6.89,6.89,2,7.10,7.10,3,7.15,7.15,4,7.18,7.18
1,8.96,15.85,2,9.10,16.20,3,9.29,16.44,4,9.36,16.54
1,8.55,24.40,2,8.68,24.88,3,8.66,25.10,4,8.78,25.32
1,8.72,33.12,3,8.84,33.72,2,8.45,33.55,4,8.69,34.01
1,9.01,42.123,3,9.02,42.731,2,8.69,42.234,4,8.84,42.841
