LIM Yong Jin POSITION,LIM Yong Jin LAP TIME,LIM Yong Jin ELAPSED TIME,REN Haobo POSITION,REN Haobo LAP TIME,REN Haobo ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,HONG Kyung Hwan POSITION,HONG Kyung Hwan LAP TIME,HONG Kyung Hwan ELAPSED TIME,Dennis VISSER POSITION,Dennis VISSER LAP TIME,Dennis VISSER ELAPSED TIME
1,12.94,12.94,3,13.09,13.09,5,13.38,13.38,2,13.05,13.05,4,13.24,13.24
1,9.72,22.66,2,9.68,22.77,5,9.72,23.10,3,9.75,22.80,4,9.71,22.95
2,9.46,32.12,4,9.57,32.34,5,9.25,32.35,1,9.19,31.99,3,9.30,32.25
1,9.28,41.40,5,9.47,41.81,4,9.33,41.68,2,9.42,41.41,3,9.31,41.56
1,9.26,50.66,5,9.29,51.10,3,9.16,50.84,2,9.32,50.73,4,9.41,50.97
1,9.18,59.84,5,9.23,1:00.33,3,9.19,1:00.03,2,9.19,59.92,4,9.16,1:00.13
1,9.05,1:08.89,5,9.06,1:09.39,4,9.18,1:09.21,2,9.05,1:08.97,3,9.01,1:09.14
1,9.02,1:17.91,5,9.22,1:18.61,4,9.07,1:18.28,2,9.01,1:17.98,3,8.99,1:18.13
1,9.26,1:27.163,5,9.53,1:28.132,4,9.32,1:27.588,2,9.34,1:27.309,3,9.26,1:27.383
