SITNIKOV Pavel POSITION,SITNIKOV Pavel LAP TIME,SITNIKOV Pavel ELAPSED TIME,YU Songnan POSITION,YU Songnan LAP TIME,YU Songnan ELAPSED TIME,NEMIRO Nikita POSITION,NEMIRO Nikita LAP TIME,NEMIRO Nikita ELAPSED TIME,Lorenzo MORRONE POSITION,Lorenzo MORRONE LAP TIME,Lorenzo MORRONE ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME
1,6.75,6.75,3,6.89,6.89,5,7.19,7.19,4,7.17,7.17,2,6.86,6.86
1,8.85,15.60,3,8.88,15.77,5,9.07,16.26,4,8.93,16.10,2,8.82,15.68
2,8.39,23.99,3,8.37,24.14,5,8.62,24.88,4,8.49,24.59,1,8.30,23.98
2,8.53,32.52,3,8.48,32.62,5,8.80,33.68,4,8.64,33.23,1,8.42,32.40
2,8.55,41.07,3,8.50,41.12,5,9.27,42.95,4,8.91,42.14,1,8.50,40.90
