XIAO Han POSITION,XIAO Han LAP TIME,XIAO Han ELAPSED TIME,Laurie MARCEAU POSITION,Laurie MARCEAU LAP TIME,Laurie MARCEAU ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Patricia TOTH POSITION,Patricia TOTH LAP TIME,Patricia TOTH ELAPSED TIME
2,7.54,7.54,3,7.76,7.76,1,7.20,7.20,4,7.89,7.89
2,9.63,17.17,3,9.68,17.44,1,9.45,16.65,4,9.89,17.78
2,9.26,26.43,3,9.31,26.75,1,9.36,26.01,4,9.56,27.34
2,9.33,35.76,3,9.42,36.17,1,9.56,35.57,4,9.74,37.08
1,9.18,44.932,3,9.46,45.630,2,9.47,45.037,4,9.79,46.869
