Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME,Liam O'BRIEN POSITION,Liam O'BRIEN LAP TIME,Liam O'BRIEN ELAPSED TIME,Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME
1,6.87,6.87,2,7.01,7.01,3,7.25,7.25,4,7.56,7.56,5,7.80,7.80
1,8.86,15.73,2,8.80,15.81,3,9.15,16.40,4,9.40,16.96,5,9.43,17.23
1,8.35,24.08,2,8.35,24.16,3,8.67,25.07,4,9.05,26.01,5,9.07,26.30
1,8.46,32.54,2,8.48,32.64,3,8.84,33.91,4,9.16,35.17,5,9.25,35.55
1,8.58,41.12,2,8.63,41.27,3,9.13,43.026,4,9.55,44.701,5,9.63,45.154
