Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
1,6.91,6.91,2,7.06,7.06,3,7.28,7.28,4,7.38,7.38
1,9.03,15.94,2,8.97,16.03,3,8.91,16.19,4,8.95,16.33
1,8.50,24.44,2,8.47,24.50,3,8.52,24.71,4,8.46,24.79
1,8.47,32.91,2,8.48,32.98,3,8.58,33.29,4,8.61,33.40
1,8.64,41.55,2,8.68,41.66,3,8.59,41.88,4,8.73,42.13
