LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,Andre HARTWIG POSITION,Andre HARTWIG LAP TIME,Andre HARTWIG ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
4,13.079,13.079,2,12.765,12.765,3,12.773,12.773,1,12.247,12.247
4,9.444,22.522,3,9.606,22.370,2,9.502,22.274,1,9.617,21.864
3,9.407,31.928,4,9.760,32.130,2,9.345,31.618,1,9.667,31.531
2,9.376,41.304,4,9.553,41.683,3,9.858,41.476,1,9.604,41.134
2,9.741,51.045,4,9.608,51.291,3,9.696,51.171,1,9.388,50.522
2,9.335,1:00.379,4,9.509,1:00.799,3,9.603,1:00.774,1,9.826,1:00.347
2,9.430,1:09.809,3,9.429,1:10.227,4,9.572,1:10.345,1,9.444,1:09.790
2,9.253,1:19.061,4,11.070,1:21.296,3,9.560,1:19.905,1,8.756,1:18.546
2,10.39,1:29.444,4,14.03,1:35.317,3,10.94,1:30.838,1,10.06,1:28.602
