Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Krystian ZDROJKOWSKI POSITION,Krystian ZDROJKOWSKI LAP TIME,Krystian ZDROJKOWSKI ELAPSED TIME,Stephen LEE POSITION,Stephen LEE LAP TIME,Stephen LEE ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
2,6.741,6.741,1,6.679,6.679,3,7.132,7.132,5,7.275,7.275,4,7.263,7.263
1,9.271,16.012,2,9.701,16.379,3,9.436,16.567,5,9.722,16.997,4,9.509,16.771
1,9.042,25.054,2,8.704,25.083,4,9.484,26.051,5,9.060,26.056,3,8.827,25.598
1,9.034,34.088,2,9.266,34.348,4,9.131,35.182,5,9.314,35.370,3,9.143,34.740
1,9.51,43.594,2,9.47,43.814,4,9.68,44.862,5,9.60,44.966,3,9.47,44.205
