SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,Shani DAVIS POSITION,Shani DAVIS LAP TIME,Shani DAVIS ELAPSED TIME,Mikhail RAJINE POSITION,Mikhail RAJINE LAP TIME,Mikhail RAJINE ELAPSED TIME
1,6.739,6.739,2,6.789,6.789,3,7.030,7.030,4,7.182,7.182
1,9.310,16.048,2,9.330,16.119,3,9.251,16.281,4,9.245,16.427
2,8.928,24.976,1,8.835,24.953,3,8.911,25.192,4,9.232,25.659
1,8.911,33.886,2,9.103,34.056,3,8.940,34.131,4,8.702,34.360
1,9.20,43.082,3,9.31,43.366,2,9.10,43.231,4,9.22,43.578
