Thomas de WITTE POSITION,Thomas de WITTE LAP TIME,Thomas de WITTE ELAPSED TIME,Vladimir TSVETKOV POSITION,Vladimir TSVETKOV LAP TIME,Vladimir TSVETKOV ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Matthew FULLER POSITION,Matthew FULLER LAP TIME,Matthew FULLER ELAPSED TIME
2,7.049,7.049,4,7.361,7.361,1,6.901,6.901,3,7.247,7.247
2,9.524,16.573,4,9.761,17.122,1,9.136,16.036,3,9.446,16.692
2,9.153,25.725,4,9.401,26.522,1,9.012,25.048,3,9.055,25.747
2,9.330,35.054,4,19.269,45.791,1,9.149,34.197,3,9.502,35.248
3,9.91,44.955,4,21.60,1:07.390,1,9.96,44.153,2,9.69,44.930
