Bram STEENAART POSITION,Bram STEENAART LAP TIME,Bram STEENAART ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME,VIGANTS Endijs POSITION,VIGANTS Endijs LAP TIME,VIGANTS Endijs ELAPSED TIME
1,6.97,6.97,2,7.10,7.10,3,7.28,7.28,4,7.52,7.52
1,8.93,15.90,2,8.95,16.05,3,9.03,16.31,4,9.37,16.89
1,8.53,24.43,2,8.43,24.48,3,8.79,25.10,4,9.00,25.89
1,8.80,33.23,2,8.90,33.38,3,8.99,34.09,4,9.16,35.05
1,8.98,42.21,2,9.11,42.49,3,9.06,43.158,4,9.44,44.495
