FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Caroline TRUCHON POSITION,Caroline TRUCHON LAP TIME,Caroline TRUCHON ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME
1,7.28,7.28,2,7.42,7.42,3,7.54,7.54,4,7.68,7.68
1,9.52,16.80,2,9.46,16.88,3,9.48,17.02,4,9.54,17.22
1,9.06,25.86,2,9.05,25.93,3,8.96,25.98,4,9.09,26.31
1,9.25,35.11,2,9.27,35.20,3,9.29,35.27,4,9.26,35.57
1,9.51,44.614,3,9.57,44.764,2,9.44,44.709,4,9.52,45.090
