Marie-Andree MENDES-CAMPEAU POSITION,Marie-Andree MENDES-CAMPEAU LAP TIME,Marie-Andree MENDES-CAMPEAU ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Liudmila TSARYKAVA POSITION,Liudmila TSARYKAVA LAP TIME,Liudmila TSARYKAVA ELAPSED TIME,Ekaterina BARANOK POSITION,Ekaterina BARANOK LAP TIME,Ekaterina BARANOK ELAPSED TIME
1,13.32,13.32,2,13.42,13.42,4,13.94,13.94,3,13.68,13.68
1,10.46,23.78,2,10.48,23.90,4,10.28,24.22,3,10.31,23.99
1,10.46,34.24,2,10.44,34.34,4,10.47,34.69,3,10.48,34.47
1,9.90,44.14,2,9.88,44.22,4,10.60,45.29,3,9.84,44.31
1,10.04,54.18,2,10.04,54.26,4,11.25,56.54,3,10.04,54.35
2,10.02,1:04.20,1,9.93,1:04.19,4,11.81,1:08.35,3,9.99,1:04.34
2,9.91,1:14.11,1,9.68,1:13.87,4,12.30,1:20.65,3,9.91,1:14.25
2,9.79,1:23.90,1,9.76,1:23.63,4,13.23,1:33.88,3,9.91,1:24.16
2,9.94,1:33.840,1,9.83,1:33.452,4,13.04,1:46.915,3,10.18,1:34.334
