Petra VANKOVA POSITION,Petra VANKOVA LAP TIME,Petra VANKOVA ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,Iong A KIM POSITION,Iong A KIM LAP TIME,Iong A KIM ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,Camille de SERRES-RAINVILLE POSITION,Camille de SERRES-RAINVILLE LAP TIME,Camille de SERRES-RAINVILLE ELAPSED TIME
5,13.61,13.61,3,13.32,13.32,2,13.20,13.20,1,13.09,13.09,4,13.43,13.43
5,9.50,23.11,3,9.49,22.81,2,9.53,22.73,1,9.52,22.61,4,9.50,22.93
5,9.24,32.35,3,9.32,32.13,2,9.32,32.05,1,9.33,31.94,4,9.30,32.23
5,9.30,41.65,3,9.26,41.39,2,9.30,41.35,1,9.31,41.25,4,9.29,41.52
5,9.35,51.00,1,9.09,50.48,4,9.38,50.73,2,9.40,50.65,3,9.15,50.67
5,9.73,1:00.73,1,9.36,59.84,4,9.48,1:00.21,3,9.46,1:00.11,2,9.26,59.93
5,10.19,1:10.92,1,9.54,1:09.38,4,9.52,1:09.73,3,9.56,1:09.67,2,9.57,1:09.50
5,10.62,1:21.54,1,9.71,1:19.09,3,9.63,1:19.36,4,10.02,1:19.69,2,9.69,1:19.19
5,11.01,1:32.55,1,9.93,1:29.02,3,9.88,1:29.24,4,10.84,1:30.53,2,9.92,1:29.11
