Yulyia YELSAKOVA POSITION,Yulyia YELSAKOVA LAP TIME,Yulyia YELSAKOVA ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Ikue TESHIGAWARA POSITION,Ikue TESHIGAWARA LAP TIME,Ikue TESHIGAWARA ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
2,17.568,17.568,3,17.597,17.597,4,17.645,17.645,1,17.246,17.246
4,12.948,30.516,2,12.535,30.131,3,12.701,30.345,1,12.803,30.049
4,11.249,41.765,3,11.613,41.744,1,10.997,41.342,2,11.470,41.518
4,10.161,51.925,1,9.831,51.574,3,10.328,51.669,2,10.091,51.609
4,9.739,1:01.664,2,9.784,1:01.358,3,9.762,1:01.431,1,9.721,1:01.329
4,9.619,1:11.282,2,9.581,1:10.938,3,9.684,1:11.115,1,9.605,1:10.933
4,9.901,1:21.183,2,10.024,1:20.962,3,9.887,1:21.001,1,9.836,1:20.769
4,10.257,1:31.439,2,9.865,1:30.827,3,10.073,1:31.074,1,10.001,1:30.769
4,10.69,1:42.124,1,10.16,1:40.983,3,10.17,1:41.237,2,10.27,1:41.038
