LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
1,6.87,6.87,2,6.97,6.97,3,7.07,7.07,4,7.21,7.21
1,8.91,15.78,2,8.92,15.89,3,8.95,16.02,4,8.91,16.12
1,8.35,24.13,2,8.33,24.22,3,8.27,24.29,4,8.28,24.40
1,8.53,32.66,4,31.81,56.03,3,27.35,51.64,2,8.44,32.84
1,8.73,41.390,4,21.02,1:17.042,3,21.62,1:13.256,2,8.64,41.472
