Dawid RZEMIENIECKI POSITION,Dawid RZEMIENIECKI LAP TIME,Dawid RZEMIENIECKI ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
1,13.61,13.61,2,13.75,13.75,3,13.84,13.84,4,13.96,13.96
1,10.50,24.11,2,10.49,24.24,3,10.49,24.33,4,10.49,24.45
2,10.41,34.52,1,10.25,34.49,3,10.35,34.68,4,10.39,34.84
3,9.84,44.36,1,9.68,44.17,2,9.59,44.27,4,9.66,44.50
3,9.56,53.92,1,9.63,53.80,2,9.62,53.89,4,9.63,54.13
2,9.16,1:03.08,1,9.14,1:02.94,3,9.30,1:03.19,4,9.67,1:03.80
3,9.28,1:12.36,1,9.15,1:12.09,2,9.05,1:12.24,4,10.10,1:13.90
3,9.23,1:21.59,2,9.36,1:21.45,1,9.07,1:21.31,4,10.96,1:24.86
3,9.32,1:30.903,2,9.33,1:30.778,1,9.21,1:30.512,4,11.33,1:36.184
