V Gundmi RAGHAVENDRA POSITION,V Gundmi RAGHAVENDRA LAP TIME,V Gundmi RAGHAVENDRA ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME
4,7.98,7.98,2,6.99,6.99,3,7.18,7.18,1,6.88,6.88
4,10.98,18.96,2,9.12,16.11,3,9.14,16.32,1,9.02,15.90
4,10.42,29.38,2,8.56,24.67,3,8.60,24.92,1,8.42,24.32
4,10.52,39.90,3,9.12,33.79,2,8.76,33.68,1,8.64,32.96
4,11.30,51.199,3,9.45,43.231,2,9.00,42.675,1,8.80,41.757
