Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,WANG Yang-Chun POSITION,WANG Yang-Chun LAP TIME,WANG Yang-Chun ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME,Jose Ignacio FAZIO POSITION,Jose Ignacio FAZIO LAP TIME,Jose Ignacio FAZIO ELAPSED TIME
3,12.72,12.72,1,12.49,12.49,4,12.94,12.94,5,12.97,12.97,2,12.59,12.59
3,9.90,22.62,2,10.02,22.51,5,9.93,22.87,1,9.45,22.42,4,10.16,22.75
3,9.69,32.31,1,9.57,32.08,5,9.67,32.54,2,9.79,32.21,4,9.65,32.40
3,9.68,41.99,1,9.69,41.77,5,9.78,42.32,2,9.67,41.88,4,9.77,42.17
3,9.74,51.73,1,9.76,51.53,5,9.73,52.05,2,9.75,51.63,4,9.80,51.97
3,9.67,1:01.40,1,9.67,1:01.20,4,9.89,1:01.94,2,9.66,1:01.29,5,10.38,1:02.35
3,9.80,1:11.20,2,9.75,1:10.95,4,10.18,1:12.12,1,9.45,1:10.74,5,10.70,1:13.05
3,10.14,1:21.34,2,9.54,1:20.49,4,10.64,1:22.76,1,9.45,1:20.19,5,11.42,1:24.47
3,10.51,1:31.842,2,9.75,1:30.235,4,11.03,1:33.785,1,9.88,1:30.067,5,11.76,1:36.230
