KIM Joon Chun POSITION,KIM Joon Chun LAP TIME,KIM Joon Chun ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
1,6.92,6.92,2,7.08,7.08,3,7.28,7.28,4,7.29,7.29
1,9.15,16.07,2,9.13,16.21,3,8.99,16.27,4,9.13,16.42
1,8.79,24.86,3,8.76,24.97,2,8.67,24.94,4,8.72,25.14
1,8.93,33.79,4,9.11,34.08,2,8.90,33.84,3,8.83,33.97
1,9.07,42.86,4,9.06,43.14,2,9.14,42.98,3,9.04,43.01
