Thomas MOGENDORFF POSITION,Thomas MOGENDORFF LAP TIME,Thomas MOGENDORFF ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Matthew WILSON POSITION,Matthew WILSON LAP TIME,Matthew WILSON ELAPSED TIME
0,13.509,13.509,0,13.560,13.560,0,,,0,13.478,13.478
0,10.458,23.967,0,10.352,23.912,0,,24.026,0,10.414,23.892
0,9.714,33.681,0,9.827,33.739,0,9.873,33.900,0,9.853,33.745
0,9.820,43.501,0,9.951,43.690,0,9.932,43.832,0,9.892,43.637
0,10.158,53.658,0,10.064,53.754,0,9.921,53.753,0,10.010,53.647
0,9.758,1:03.416,0,9.755,1:03.509,0,9.816,1:03.569,0,9.917,1:03.564
0,9.740,1:13.156,0,9.716,1:13.224,0,9.664,1:13.233,0,9.642,1:13.206
0,9.720,1:22.876,0,9.792,1:23.016,0,9.818,1:23.051,0,9.773,1:22.979
0,10.073,1:32.949,0,10.477,1:33.493,0,10.170,1:33.220,0,10.084,1:33.063
